STATION,NAME,DATE,TMAX
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-12,39
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-13,46
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-14,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-15,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-16,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-17,41
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-18,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-19,40
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-20,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-21,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-22,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-23,52
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-24,39
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-25,41
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-26,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-27,40
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-28,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-29,40
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-30,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2013-12-31,49
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-01,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-02,50
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-03,48
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-04,41
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-05,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-06,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-07,45
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-08,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-09,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-10,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-11,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-12,54
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-13,55
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-14,49
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-15,42
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-16,42
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-17,45
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-18,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-19,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-20,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-21,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-22,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-23,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-24,42
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-25,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-26,42
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-27,39
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-28,42
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-29,55
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-30,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-01-31,48
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-01,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-02,45
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-03,41
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-04,36
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-05,29
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-06,24
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-07,26
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-08,29
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-09,33
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-10,46
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-11,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-13,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-14,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-15,57
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-16,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-17,55
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-18,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-19,48
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-20,48
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-21,50
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-22,46
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-23,52
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-24,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-25,46
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-26,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-27,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-02-28,54
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-01,48
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-02,55
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-03,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-04,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-05,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-06,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-07,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-08,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-09,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-10,55
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-11,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-12,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-13,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-14,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-15,67
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-16,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-17,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-18,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-19,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-20,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-21,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-22,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-23,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-24,67
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-25,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-26,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-27,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-28,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-29,57
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-30,54
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-03-31,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-01,51
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-02,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-03,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-04,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-05,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-06,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-07,76
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-08,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-09,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-10,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-11,69
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-12,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-13,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-14,73
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-15,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-16,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-17,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-18,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-19,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-20,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-21,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-22,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-23,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-24,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-25,57
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-26,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-27,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-28,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-29,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-04-30,80
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-01,88
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-02,75
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-03,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-04,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-05,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-06,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-07,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-08,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-09,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-10,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-11,68
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-12,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-13,82
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-14,87
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-15,83
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-16,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-17,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-18,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-19,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-20,75
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-21,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-22,83
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-23,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-24,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-25,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-26,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-27,69
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-28,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-29,68
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-30,78
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-05-31,78
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-01,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-02,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-03,68
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-04,73
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-05,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-06,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-07,78
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-08,80
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-09,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-10,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-11,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-12,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-13,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-14,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-15,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-16,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-17,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-18,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-19,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-20,72
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-21,75
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-22,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-23,82
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-24,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-25,78
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-26,67
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-27,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-28,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-29,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-06-30,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-01,95
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-02,83
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-03,75
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-04,80
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-05,85
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-06,89
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-07,88
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-08,89
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-09,84
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-10,85
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-11,87
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-12,93
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-13,75
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-14,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-15,91
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-16,92
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-17,84
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-18,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-19,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-20,73
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-21,80
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-22,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-23,67
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-24,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-25,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-26,85
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-27,88
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-28,92
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-29,90
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-30,89
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-07-31,92
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-01,90
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-02,87
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-03,90
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-04,93
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-05,83
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-06,84
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-07,83
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-08,80
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-09,87
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-10,96
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-11,100
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-12,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-13,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-14,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-15,82
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-16,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-17,89
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-18,92
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-19,87
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-20,78
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-21,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-22,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-23,88
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-24,84
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-25,91
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-26,94
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-27,91
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-28,84
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-29,78
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-30,72
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-08-31,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-01,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-02,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-03,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-04,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-05,90
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-06,93
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-07,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-08,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-09,76
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-10,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-11,76
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-12,82
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-13,86
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-14,88
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-15,90
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-16,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-17,77
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-18,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-19,82
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-20,92
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-21,88
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-22,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-23,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-24,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-25,73
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-26,75
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-27,70
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-28,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-29,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-09-30,68
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-01,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-02,72
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-03,79
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-04,83
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-05,85
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-06,85
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-07,81
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-08,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-09,74
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-10,73
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-11,71
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-12,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-13,76
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-14,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-15,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-16,69
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-17,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-18,69
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-19,76
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-20,66
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-21,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-22,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-23,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-24,57
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-25,65
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-26,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-27,61
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-28,56
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-29,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-30,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-10-31,60
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-01,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-02,54
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-03,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-04,64
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-05,63
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-06,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-07,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-08,59
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-09,57
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-10,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-11,47
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-12,40
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-13,38
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-14,41
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-15,43
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-16,39
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-17,40
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-18,40
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-19,42
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-20,44
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-21,58
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-22,52
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-23,55
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-24,53
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-25,62
USW00024242,"PORTLAND TROUTDALE AIRPORT, OR US",2014-11-26,62
